year,continent,country,party_tag,membership_1000,population_mln,survived,marxist
1945,Europe,USSR,CPSU,3965,170,0,1
1946,Europe,USSR,CPSU,4128,170,0,1
1947,Europe,USSR,CPSU,4775,173,0,1
1948,Europe,USSR,CPSU,5181,175,0,1
1949,Europe,USSR,CPSU,5335,178,0,1
1950,Europe,USSR,CPSU,5511,181,0,1
1951,Europe,USSR,CPSU,5658,184,0,1
1952,Europe,USSR,CPSU,5853,186,0,1
1953,Europe,USSR,CPSU,6067,190,0,1
1954,Europe,USSR,CPSU,6402,191,0,1
1955,Europe,USSR,CPSU,6610,194,0,1
1956,Europe,USSR,CPSU,6768,198,0,1
1957,Europe,USSR,CPSU,7001,201,0,1
1958,Europe,USSR,CPSU,7296,205,0,1
1959,Europe,USSR,CPSU,7622,209,0,1
1960,Europe,USSR,CPSU,8017,212,0,1
1961,Europe,USSR,CPSU,8472,216,0,1
1962,Europe,USSR,CPSU,9052,220,0,1
1963,Europe,USSR,CPSU,9581,223,0,1
1964,Europe,USSR,CPSU,10183,226,0,1
1965,Europe,USSR,CPSU,10811,230,0,1
1966,Europe,USSR,CPSU,11548,233,0,1
1967,Europe,USSR,CPSU,12135,235,0,1
1968,Europe,USSR,CPSU,12485,238,0,1
1969,Europe,USSR,CPSU,12958,240,0,1
1970,Europe,USSR,CPSU,13395,242,0,1
1971,Europe,USSR,CPSU,13746,244,0,1
1972,Europe,USSR,CPSU,14109,247,0,1
1973,Europe,USSR,CPSU,14330,249,0,1
1974,Europe,USSR,CPSU,14493,251,0,1
1975,Europe,USSR,CPSU,14719,254,0,1
1976,Europe,USSR,CPSU,15029,256,0,1
1977,Europe,USSR,CPSU,15545,258,0,1
1978,Europe,USSR,CPSU,15700,260,0,1
1979,Europe,USSR,CPSU,15900,262,0,1
1980,Europe,USSR,CPSU,16398,265,0,1
1981,Europe,USSR,CPSU,16732,267,0,1
1982,Europe,USSR,CPSU,17076,270,0,1
1983,Europe,USSR,CPSU,17405,272,0,1
1984,Europe,USSR,CPSU,17719,274,0,1
1985,Europe,USSR,CPSU,18042,277,0,1
1986,Europe,USSR,CPSU,18900,280,0,1
1987,Europe,USSR,CPSU,19164,282,0,1
1988,Europe,USSR,CPSU,19356,285,0,1
1989,Europe,USSR,CPSU,19375,287,0,1
1990,Europe,USSR,CPSU,19228,288,0,1
1991,Europe,USSR,CPSU,14421,293,0,1
1949,Asia,China,CCP,4500,542,2,1
1950,Asia,China,CCP,5000,546,2,1
1951,Asia,China,CCP,5800,557,2,1
1952,Asia,China,CCP,5980,569,2,1
1953,Asia,China,CCP,6389,581,2,1
1954,Asia,China,CCP,6500,595,2,1
1955,Asia,China,CCP,9000,609,2,1
1956,Asia,China,CCP,10730,621,2,1
1957,Asia,China,CCP,12720,637,2,1
1958,Asia,China,CCP,12450,653,2,1
1959,Asia,China,CCP,13960,666,2,1
1960,Asia,China,CCP,15670,667,2,1
1961,Asia,China,CCP,17380,660,2,1
1962,Asia,China,CCP,17590,666,2,1
1963,Asia,China,CCP,17800,682,2,1
1964,Asia,China,CCP,18011,698,2,1
1965,Asia,China,CCP,18954,715,2,1
1966,Asia,China,CCP,20000,735,2,1
1967,Asia,China,CCP,20500,754,2,1
1968,Asia,China,CCP,21500,774,2,1
1969,Asia,China,CCP,22000,796,2,1
1970,Asia,China,CCP,19500,818,2,1
1971,Asia,China,CCP,17000,841,2,1
1972,Asia,China,CCP,20000,862,2,1
1973,Asia,China,CCP,28000,882,2,1
1974,Asia,China,CCP,30000,900,2,1
1975,Asia,China,CCP,32000,916,2,1
1976,Asia,China,CCP,35070,931,2,1
1977,Asia,China,CCP,35000,943,2,1
1978,Asia,China,CCP,36000,956,2,1
1979,Asia,China,CCP,37000,969,2,1
1980,Asia,China,CCP,38000,981,2,1
1981,Asia,China,CCP,38900,994,2,1
1982,Asia,China,CCP,39650,1008,2,1
1983,Asia,China,CCP,40950,1020,2,1
1984,Asia,China,CCP,41000,1035,2,1
1985,Asia,China,CCP,42000,1045,2,1
1986,Asia,China,CCP,44000,1067,2,1
1987,Asia,China,CCP,46012,1084,2,1
1988,Asia,China,CCP,48000,1102,2,1
1989,Asia,China,CCP,49000,1119,2,1
1990,Asia,China,CCP,50000,1135,2,1
1991,Asia,China,CCP,51956,1151,2,1
1992,Asia,China,CCP,52000,1165,2,1
1993,Asia,China,CCP,54000,1178,2,1
1994,Asia,China,CCP,55000,1192,2,1
1995,Asia,China,CCP,57000,1205,2,1
1996,Asia,China,CCP,58000,1217,2,1
1997,Asia,China,CCP,60400,1230,2,1
1998,Asia,China,CCP,61000,1242,2,1
1999,Asia,China,CCP,63000,1253,2,1
2000,Asia,China,CCP,64517,1263,2,1
2001,Asia,China,CCP,65749,1272,2,1
2002,Asia,China,CCP,66355,1280,2,1
2003,Asia,China,CCP,68232,1288,2,1
2004,Asia,China,CCP,69603,1296,2,1
2005,Asia,China,CCP,70800,1304,2,1
2006,Asia,China,CCP,72391,1311,2,1
2007,Asia,China,CCP,74153,1318,2,1
2008,Asia,China,CCP,75931,1325,2,1
2009,Asia,China,CCP,77995,1331,2,1
2010,Asia,China,CCP,80269,1338,2,1
2011,Asia,China,CCP,82602,1344,2,1
2012,Asia,China,CCP,85127,1354,2,1
2013,Asia,China,CCP,86686,1361,2,1
2014,Asia,China,CCP,87793,1368,2,1
2015,Asia,China,CCP,88758,1375,2,1
2016,Asia,China,CCP,89447,1383,2,1
2017,Asia,China,CCP,89564,1390,2,1
2018,Asia,China,CCP,90594,1395,2,1
2019,Asia,China,CCP,91914,1400,2,1
1945,Europe,Yugoslavia,LCY,141,15,0,1
1946,Europe,Yugoslavia,LCY,258,15.3,0,1
1947,Europe,Yugoslavia,LCY,285,15.679,0,1
1948,Europe,Yugoslavia,LCY,483,15.901,0,1
1949,Europe,Yugoslavia,LCY,531,16.133,0,1
1950,Europe,Yugoslavia,LCY,607,16.34,0,1
1951,Europe,Yugoslavia,LCY,705,16.578,0,1
1952,Europe,Yugoslavia,LCY,773,16.793,0,1
1953,Europe,Yugoslavia,LCY,700,17.049,0,1
1954,Europe,Yugoslavia,LCY,655,17.284,0,1
1955,Europe,Yugoslavia,LCY,625,17.522,0,1
1956,Europe,Yugoslavia,LCY,649,17.691,0,1
1957,Europe,Yugoslavia,LCY,755,17.865,0,1
1958,Europe,Yugoslavia,LCY,830,18.035,0,1
1959,Europe,Yugoslavia,LCY,936,18.226,0,1
1960,Europe,Yugoslavia,LCY,1006,18.402,0,1
1961,Europe,Yugoslavia,LCY,1035,18.593,0,1
1962,Europe,Yugoslavia,LCY,1018,18.816,0,1
1963,Europe,Yugoslavia,LCY,1019,19.036,0,1
1964,Europe,Yugoslavia,LCY,1031,19.26,0,1
1965,Europe,Yugoslavia,LCY,1046,19.49,0,1
1966,Europe,Yugoslavia,LCY,1046,19.739,0,1
1967,Europe,Yugoslavia,LCY,1013,19.96,0,1
1968,Europe,Yugoslavia,LCY,1146,20.121,0,1
1969,Europe,Yugoslavia,LCY,1112,20.251,0,1
1970,Europe,Yugoslavia,LCY,1049,20.386,0,1
1971,Europe,Yugoslavia,LCY,1025,20.58,0,1
1972,Europe,Yugoslavia,LCY,1010,20.797,0,1
1973,Europe,Yugoslavia,LCY,1077,21.008,0,1
1974,Europe,Yugoslavia,LCY,1192,21.223,0,1
1975,Europe,Yugoslavia,LCY,1302,21.441,0,1
1976,Europe,Yugoslavia,LCY,1460,21.674,0,1
1977,Europe,Yugoslavia,LCY,1623,21.901,0,1
1978,Europe,Yugoslavia,LCY,1774,22.122,0,1
1979,Europe,Yugoslavia,LCY,1884,22.297,0,1
1980,Europe,Yugoslavia,LCY,2041,22.359,0,1
1981,Europe,Yugoslavia,LCY,2117,22.499,0,1
1982,Europe,Yugoslavia,LCY,2154,22.646,0,1
1983,Europe,Yugoslavia,LCY,2201,22.801,0,1
1984,Europe,Yugoslavia,LCY,2500,22.955,0,1
1985,Europe,Yugoslavia,LCY,2400,23.121,0,1
1986,Europe,Yugoslavia,LCY,2000,23.259,0,1
1987,Europe,Yugoslavia,LCY,1950,23.393,0,1
1988,Europe,Yugoslavia,LCY,1701,23.526,0,1
1989,Europe,Yugoslavia,LCY,1601,23.594,0,1
1990,Europe,Yugoslavia,LCY,1240,23.658,0,1
1951,Asia,Vietnam,CPV,400,25.364,2,1
1952,Asia,Vietnam,CPV,766,25.977,2,1
1953,Asia,Vietnam,CPV,NA,26.646,2,1
1954,Asia,Vietnam,CPV,NA,27.37,2,1
1955,Asia,Vietnam,CPV,NA,28.147,2,1
1956,Asia,Vietnam,CPV,NA,28.973,2,1
1957,Asia,Vietnam,CPV,NA,29.844,2,1
1958,Asia,Vietnam,CPV,NA,30.754,2,1
1959,Asia,Vietnam,CPV,NA,31.698,2,1
1960,Asia,Vietnam,CPV,NA,32.67,2,1
1961,Asia,Vietnam,CPV,500,33.666,2,1
1962,Asia,Vietnam,CPV,535,34.683,2,1
1963,Asia,Vietnam,CPV,560,35.721217,2,1
1964,Asia,Vietnam,CPV,620,36.779999,2,1
1965,Asia,Vietnam,CPV,700,37.858951,2,1
1966,Asia,Vietnam,CPV,775,38.958048,2,1
1967,Asia,Vietnam,CPV,760,40.072948,2,1
1968,Asia,Vietnam,CPV,820,41.193601,2,1
1969,Asia,Vietnam,CPV,880,42.307146,2,1
1970,Asia,Vietnam,CPV,910,43.404793,2,1
1971,Asia,Vietnam,CPV,950,44.484035,2,1
1972,Asia,Vietnam,CPV,1000,45.548479,2,1
1973,Asia,Vietnam,CPV,1050,46.603525,2,1
1974,Asia,Vietnam,CPV,1100,47.657561,2,1
1975,Asia,Vietnam,CPV,1400,48.718189,2,1
1976,Asia,Vietnam,CPV,1553,49.785282,2,1
1977,Asia,Vietnam,CPV,1543,50.861162,2,1
1978,Asia,Vietnam,CPV,1553,51.959015,2,1
1979,Asia,Vietnam,CPV,1570,53.095408,2,1
1980,Asia,Vietnam,CPV,1600,54.281846,2,1
1981,Asia,Vietnam,CPV,1650,55.522803,2,1
1982,Asia,Vietnam,CPV,1700,56.814306,2,1
1983,Asia,Vietnam,CPV,1727,58.148384,2,1
1984,Asia,Vietnam,CPV,1754,59.512619,2,1
1985,Asia,Vietnam,CPV,1818,60.896721,2,1
1986,Asia,Vietnam,CPV,1923,62.293856,2,1
1987,Asia,Vietnam,CPV,1950,63.701972,2,1
1988,Asia,Vietnam,CPV,2000,65.120439,2,1
1989,Asia,Vietnam,CPV,2050,66.550234,2,1
1990,Asia,Vietnam,CPV,2100,67.988862,2,1
1991,Asia,Vietnam,CPV,2149,69.436954,2,1
1992,Asia,Vietnam,CPV,2155,70.883481,2,1
1993,Asia,Vietnam,CPV,2150,72.300308,2,1
1994,Asia,Vietnam,CPV,2145,73.651218,2,1
1995,Asia,Vietnam,CPV,2150,74.910461,2,1
1996,Asia,Vietnam,CPV,2140,76.068743,2,1
1997,Asia,Vietnam,CPV,2130,77.133214,2,1
1998,Asia,Vietnam,CPV,2200,78.115710000000007,2,1
1999,Asia,Vietnam,CPV,2250,79.035871,2,1
2000,Asia,Vietnam,CPV,2350,79.910412,2,1
2001,Asia,Vietnam,CPV,2400,80.742499,2,1
2002,Asia,Vietnam,CPV,2480,81.534407,2,1
2003,Asia,Vietnam,CPV,2668,82.301656,2,1
2004,Asia,Vietnam,CPV,2856,83.062821,2,1
2005,Asia,Vietnam,CPV,3044,83.832661,2,1
2006,Asia,Vietnam,CPV,3232,84.61754,2,1
2007,Asia,Vietnam,CPV,3100,85.419591,2,1
2008,Asia,Vietnam,CPV,3225,86.243413,2,1
2009,Asia,Vietnam,CPV,3350,87.092252,2,1
2010,Asia,Vietnam,CPV,3475,87.967651,2,1
2011,Asia,Vietnam,CPV,3636,88.871561,2,1
2012,Asia,Vietnam,CPV,3600,89.802487,2,1
2013,Asia,Vietnam,CPV,3900,90.753472,2,1
2014,Asia,Vietnam,CPV,4100,91.714595,2,1
2015,Asia,Vietnam,CPV,4481,92.677076,2,1
2016,Asia,Vietnam,CPV,4650,93.638724,2,1
2017,Asia,Vietnam,CPV,4500,94.596642,2,1
2018,Asia,Vietnam,CPV,4750,95.540395,2,1
2019,Asia,Vietnam,CPV,5057,96.462106,2,1
2020,Asia,Vietnam,CPV,5200,97.338579,2,1
1949,Asia,Taiwan,KMT,34,542,1,0
1950,Asia,Taiwan,KMT,50,7.602,1,0
1951,Asia,Taiwan,KMT,115,7.931,1,0
1952,Asia,Taiwan,KMT,282,8.251,1,0
1953,Asia,Taiwan,KMT,327,8.565,1,0
1954,Asia,Taiwan,KMT,373,8.877,1,0
1955,Asia,Taiwan,KMT,418,9.19,1,0
1956,Asia,Taiwan,KMT,464,9.506,1,0
1957,Asia,Taiwan,KMT,509,9.83,1,0
1958,Asia,Taiwan,KMT,535,10.164,1,0
1959,Asia,Taiwan,KMT,561,10.512,1,0
1960,Asia,Taiwan,KMT,588,10.876,1,0
1961,Asia,Taiwan,KMT,614,11.258,1,0
1962,Asia,Taiwan,KMT,640,11.655,1,0
1963,Asia,Taiwan,KMT,667,12.065,1,0
1964,Asia,Taiwan,KMT,717,12.482,1,0
1965,Asia,Taiwan,KMT,768,12.901,1,0
1966,Asia,Taiwan,KMT,818,13.322,1,0
1967,Asia,Taiwan,KMT,869,13.743,1,0
1968,Asia,Taiwan,KMT,919,14.157,1,0
1969,Asia,Taiwan,KMT,951,14.553,1,0
1970,Asia,Taiwan,KMT,1050,14.924,1,0
1971,Asia,Taiwan,KMT,1100,15.268,1,0
1972,Asia,Taiwan,KMT,1198,15.586,1,0
1973,Asia,Taiwan,KMT,1270,15.885,1,0
1974,Asia,Taiwan,KMT,1350,16.176,1,0
1975,Asia,Taiwan,KMT,1448,16.465,1,0
1976,Asia,Taiwan,KMT,1569,16.755,1,0
1977,Asia,Taiwan,KMT,1687,17.043,1,0
1978,Asia,Taiwan,KMT,1793,17.331,1,0
1979,Asia,Taiwan,KMT,1885,17.619,1,0
1980,Asia,Taiwan,KMT,1934,17.905,1,0
1981,Asia,Taiwan,KMT,1998,18.192,1,0
1982,Asia,Taiwan,KMT,2071,18.477,1,0
1983,Asia,Taiwan,KMT,2121,18.76,1,0
1984,Asia,Taiwan,KMT,2188,19.036,1,0
1985,Asia,Taiwan,KMT,2269,19.303,1,0
1986,Asia,Taiwan,KMT,2356,19.56,1,0
1987,Asia,Taiwan,KMT,2398,19.807,1,0
1988,Asia,Taiwan,KMT,2422,20.042,1,0
1989,Asia,Taiwan,KMT,2535,20.266,1,0
1990,Asia,Taiwan,KMT,2546,20.478,1,0
1991,Asia,Taiwan,KMT,2571,20.679,1,0
1992,Asia,Taiwan,KMT,2618,20.868,1,0
1993,Asia,Taiwan,KMT,2653,21.045,1,0
1994,Asia,Taiwan,KMT,2100,21.207,1,0
1995,Asia,Taiwan,KMT,2150,21.356,1,0
1996,Asia,Taiwan,KMT,2200,21.489,1,0
1997,Asia,Taiwan,KMT,2400,21.608,1,0
1998,Asia,Taiwan,KMT,2600,21.721,1,0
1999,Asia,Taiwan,KMT,2100,21.839,1,0
2000,Asia,Taiwan,KMT,2200,21.966,1,0
1949,Europe,East Germany,SED,1774,19,1,1
1950,Europe,East Germany,SED,1750,18.388,1,1
1951,Europe,East Germany,SED,1221,18.35,1,1
1952,Europe,East Germany,SED,1225,18.3,1,1
1953,Europe,East Germany,SED,1230,18.112,1,1
1954,Europe,East Germany,SED,1413,18.002,1,1
1955,Europe,East Germany,SED,1433,17.832,1,1
1956,Europe,East Germany,SED,1453,17.604,1,1
1957,Europe,East Germany,SED,1473,17.411,1,1
1958,Europe,East Germany,SED,1507,17.312,1,1
1959,Europe,East Germany,SED,1542,17.286,1,1
1960,Europe,East Germany,SED,1576,17.188,1,1
1961,Europe,East Germany,SED,1611,17.079,1,1
1962,Europe,East Germany,SED,1645,17.136,1,1
1963,Europe,East Germany,SED,1680,17.181,1,1
1964,Europe,East Germany,SED,1710,17.004,1,1
1965,Europe,East Germany,SED,1740,17.04,1,1
1966,Europe,East Germany,SED,1770,17.071,1,1
1967,Europe,East Germany,SED,1783,17.09,1,1
1968,Europe,East Germany,SED,1796,17.087,1,1
1969,Europe,East Germany,SED,1810,17.075,1,1
1970,Europe,East Germany,SED,1823,17.068,1,1
1971,Europe,East Germany,SED,1836,17.054,1,1
1972,Europe,East Germany,SED,1859,17.011,1,1
1973,Europe,East Germany,SED,1898,16.951,1,1
1974,Europe,East Germany,SED,1913,16.891,1,1
1975,Europe,East Germany,SED,1933,16.82,1,1
1976,Europe,East Germany,SED,1956,16.767,1,1
1977,Europe,East Germany,SED,2027,16.758,1,1
1978,Europe,East Germany,SED,2037,16.751,1,1
1979,Europe,East Germany,SED,2054,16.74,1,1
1980,Europe,East Germany,SED,2063,16.74,1,1
1981,Europe,East Germany,SED,2089,16.706,1,1
1982,Europe,East Germany,SED,2144,16.702,1,1
1983,Europe,East Germany,SED,2162,16.701,1,1
1984,Europe,East Germany,SED,2183,16.66,1,1
1985,Europe,East Germany,SED,2195,16.64,1,1
1986,Europe,East Germany,SED,2231,16.64,1,1
1987,Europe,East Germany,SED,2264,16.661,1,1
1988,Europe,East Germany,SED,2261,16.675,1,1
1989,Europe,East Germany,SED,2300,16.434,1,1
1961,America_L,Cuba,CPCu,18,7.2912,2,1
1962,America_L,Cuba,CPCu,40,7.45354,2,1
1963,America_L,Cuba,CPCu,60,7.623294,2,1
1964,America_L,Cuba,CPCu,55,7.793262,2,1
1965,America_L,Cuba,CPCu,50,7.958169,2,1
1966,America_L,Cuba,CPCu,55,8.115487,2,1
1967,America_L,Cuba,CPCu,57,8.26638,2,1
1968,America_L,Cuba,CPCu,60,8.413552,2,1
1969,America_L,Cuba,CPCu,55,8.561384,2,1
1970,America_L,Cuba,CPCu,65,8.712541,2,1
1971,America_L,Cuba,CPCu,100,8.868083,2,1
1972,America_L,Cuba,CPCu,140,9.025345,2,1
1973,America_L,Cuba,CPCu,160,9.178804,2,1
1974,America_L,Cuba,CPCu,203,9.320945,2,1
1975,America_L,Cuba,CPCu,211,9.446442,2,1
1976,America_L,Cuba,CPCu,255,9.554188,2,1
1977,America_L,Cuba,CPCu,300,9.646142,2,1
1978,America_L,Cuba,CPCu,345,9.724044,2,1
1979,America_L,Cuba,CPCu,387,9.790851,2,1
1980,America_L,Cuba,CPCu,434,9.849459,2,1
1981,America_L,Cuba,CPCu,451,9.898889,2,1
1982,America_L,Cuba,CPCu,468,9.940317,2,1
1983,America_L,Cuba,CPCu,485,9.981304,2,1
1984,America_L,Cuba,CPCu,502,10.031649,2,1
1985,America_L,Cuba,CPCu,524,10.097911,2,1
1986,America_L,Cuba,CPCu,482,10.183899,2,1
1987,America_L,Cuba,CPCu,514,10.286643,2,1
1988,America_L,Cuba,CPCu,546,10.397511,2,1
1989,America_L,Cuba,CPCu,578,10.503972,2,1
1990,America_L,Cuba,CPCu,612,10.596987,2,1
1991,America_L,Cuba,CPCu,636,10.673542,2,1
1992,America_L,Cuba,CPCu,660,10.736387,2,1
1993,America_L,Cuba,CPCu,684,10.789306,2,1
1994,America_L,Cuba,CPCu,708,10.838462,2,1
1995,America_L,Cuba,CPCu,732,10.888252,2,1
1996,America_L,Cuba,CPCu,756,10.939293,2,1
1997,America_L,Cuba,CPCu,780,10.989732,2,1
1998,America_L,Cuba,CPCu,800,11.038692,2,1
1999,America_L,Cuba,CPCu,824,11.08467,2,1
2000,America_L,Cuba,CPCu,850,11.12643,2,1
2001,America_L,Cuba,CPCu,860,11.164667,2,1
2002,America_L,Cuba,CPCu,855,11.199651,2,1
2003,America_L,Cuba,CPCu,850,11.229183,2,1
2004,America_L,Cuba,CPCu,840,11.250365,2,1
2005,America_L,Cuba,CPCu,835,11.261582,2,1
2006,America_L,Cuba,CPCu,830,11.261248,2,1
2007,America_L,Cuba,CPCu,825,11.251122,2,1
2008,America_L,Cuba,CPCu,820,11.236971,2,1
2009,America_L,Cuba,CPCu,814,11.226709,2,1
2010,America_L,Cuba,CPCu,808,11.225832,2,1
2011,America_L,Cuba,CPCu,800,11.23667,2,1
2012,America_L,Cuba,CPCu,769,11.257101,2,1
2013,America_L,Cuba,CPCu,750,11.28272,2,1
2014,America_L,Cuba,CPCu,730,11.306902,2,1
2015,America_L,Cuba,CPCu,690,11.324781,2,1
2016,America_L,Cuba,CPCu,670,11.335109,2,1
2017,America_L,Cuba,CPCu,680,11.339259,2,1
2018,America_L,Cuba,CPCu,690,11.338138,2,1
2019,America_L,Cuba,CPCu,700,11.333483,2,1
1946,Asia,North Korea,WPK,336,9.26,2,1
1947,Asia,North Korea,WPK,NA,NA,2,1
1948,Asia,North Korea,WPK,750,NA,2,1
1949,Asia,North Korea,WPK,NA,NA,2,1
1950,Asia,North Korea,WPK,NA,10.549,2,1
1951,Asia,North Korea,WPK,NA,10.248,2,1
1952,Asia,North Korea,WPK,450,10.049,2,1
1953,Asia,North Korea,WPK,NA,9.957,2,1
1954,Asia,North Korea,WPK,NA,9.972,2,1
1955,Asia,North Korea,WPK,NA,10.087,2,1
1956,Asia,North Korea,WPK,1165,10.286,2,1
1957,Asia,North Korea,WPK,1181,10.547,2,1
1958,Asia,North Korea,WPK,1181,10.844,2,1
1959,Asia,North Korea,WPK,1224,11.145,2,1
1960,Asia,North Korea,WPK,1267,11.424,2,1
1961,Asia,North Korea,WPK,1311,11.665595,2,1
1962,Asia,North Korea,WPK,NA,11.871712,2,1
1963,Asia,North Korea,WPK,NA,12.065468,2,1
1964,Asia,North Korea,WPK,NA,12.282419,2,1
1965,Asia,North Korea,WPK,NA,12.547525,2,1
1966,Asia,North Korea,WPK,NA,12.864954000000001,2,1
1967,Asia,North Korea,WPK,NA,13.222694,2,1
1968,Asia,North Korea,WPK,NA,13.609982,2,1
1969,Asia,North Korea,WPK,NA,14.010339,2,1
1970,Asia,North Korea,WPK,1600,14.4104,2,1
1971,Asia,North Korea,WPK,NA,14.809521,2,1
1972,Asia,North Korea,WPK,NA,15.207771,2,1
1973,Asia,North Korea,WPK,NA,15.593351,2,1
1974,Asia,North Korea,WPK,NA,15.952078,2,1
1975,Asia,North Korea,WPK,NA,16.27474,2,1
1976,Asia,North Korea,WPK,2000,16.554746,2,1
1977,Asia,North Korea,WPK,NA,16.796578,2,1
1978,Asia,North Korea,WPK,NA,17.015983,2,1
1979,Asia,North Korea,WPK,NA,17.235666,2,1
1980,Asia,North Korea,WPK,3062,17.47214,2,1
1981,Asia,North Korea,WPK,NA,17.73123,2,1
1982,Asia,North Korea,WPK,NA,18.008564,2,1
1983,Asia,North Korea,WPK,NA,18.298214,2,1
1984,Asia,North Korea,WPK,NA,18.590138,2,1
1985,Asia,North Korea,WPK,NA,18.877238,2,1
1986,Asia,North Korea,WPK,NA,19.156795,2,1
1987,Asia,North Korea,WPK,NA,19.431986,2,1
1988,Asia,North Korea,WPK,3000,19.708323,2,1
1989,Asia,North Korea,WPK,NA,19.993755,2,1
1990,Asia,North Korea,WPK,NA,20.293054,2,1
1991,Asia,North Korea,WPK,NA,20.60915,2,1
1992,Asia,North Korea,WPK,NA,20.937404,2,1
1993,Asia,North Korea,WPK,NA,21.265834,2,1
1994,Asia,North Korea,WPK,NA,21.577982,2,1
1995,Asia,North Korea,WPK,NA,21.862299,2,1
1996,Asia,North Korea,WPK,NA,22.113438,2,1
1997,Asia,North Korea,WPK,NA,22.335267,2,1
1998,Asia,North Korea,WPK,NA,22.536753,2,1
1999,Asia,North Korea,WPK,NA,22.731482,2,1
2000,Asia,North Korea,WPK,NA,22.929075,2,1
2001,Asia,North Korea,WPK,NA,23.13298,2,1
2002,Asia,North Korea,WPK,NA,23.339453,2,1
2003,Asia,North Korea,WPK,NA,23.542426,2,1
2004,Asia,North Korea,WPK,NA,23.732731,2,1
2005,Asia,North Korea,WPK,NA,23.904167,2,1
2006,Asia,North Korea,WPK,NA,24.054864,2,1
2007,Asia,North Korea,WPK,NA,24.188331,2,1
2008,Asia,North Korea,WPK,NA,24.310142,2,1
2009,Asia,North Korea,WPK,NA,24.428341,2,1
2010,Asia,North Korea,WPK,NA,24.548836,2,1
2011,Asia,North Korea,WPK,4000,24.673385,2,1
2012,Asia,North Korea,WPK,NA,24.800612,2,1
2013,Asia,North Korea,WPK,NA,24.929452,2,1
2014,Asia,North Korea,WPK,NA,25.057752,2,1
2015,Asia,North Korea,WPK,NA,25.183833,2,1
2016,Asia,North Korea,WPK,3467,25.307744,2,1
2017,Asia,North Korea,WPK,NA,25.429985,2,1
2018,Asia,North Korea,WPK,NA,25.549819,2,1
2019,Asia,North Korea,WPK,NA,25.666161,2,1
2020,Asia,North Korea,WPK,NA,25.75,2,1
2021,Asia,North Korea,WPK,6000,25.9,2,1
1943,Asia,Mongolia,MPRP,15,0.7542,1,1
1944,Asia,Mongolia,MPRP,20,0.7591,1,1
1945,Asia,Mongolia,MPRP,22,0.7593,1,1
1946,Asia,Mongolia,MPRP,24,0.7594,1,1
1947,Asia,Mongolia,MPRP,26,0.7597,1,1
1948,Asia,Mongolia,MPRP,28,0.7592,1,1
1949,Asia,Mongolia,MPRP,30,0.7587,1,1
1950,Asia,Mongolia,MPRP,32,0.758,1,1
1951,Asia,Mongolia,MPRP,34,0.7724,1,1
1952,Asia,Mongolia,MPRP,33,0.7861,1,1
1953,Asia,Mongolia,MPRP,31,0.79990000000000006,1,1
1954,Asia,Mongolia,MPRP,30,0.8136,1,1
1955,Asia,Mongolia,MPRP,31,0.8273,1,1
1956,Asia,Mongolia,MPRP,33,0.8455,1,1
1957,Asia,Mongolia,MPRP,35,0.862,1,1
1958,Asia,Mongolia,MPRP,37,0.8848,1,1
1959,Asia,Mongolia,MPRP,39,0.9096,1,1
1960,Asia,Mongolia,MPRP,40,0.955505,1,1
1961,Asia,Mongolia,MPRP,41,0.982178,1,1
1962,Asia,Mongolia,MPRP,45,1.011324,1,1
1963,Asia,Mongolia,MPRP,46,1.042383,1,1
1964,Asia,Mongolia,MPRP,47,1.074514,1,1
1965,Asia,Mongolia,MPRP,47,1.107124,1,1
1966,Asia,Mongolia,MPRP,48,1.139961,1,1
1967,Asia,Mongolia,MPRP,50,1.173191,1,1
1968,Asia,Mongolia,MPRP,52,1.207104,1,1
1969,Asia,Mongolia,MPRP,54,1.242214,1,1
1970,Asia,Mongolia,MPRP,56,1.278825,1,1
1971,Asia,Mongolia,MPRP,58,1.31705,1,1
1972,Asia,Mongolia,MPRP,59,1.35667,1,1
1973,Asia,Mongolia,MPRP,60,1.397304,1,1
1974,Asia,Mongolia,MPRP,62,1.438425,1,1
1975,Asia,Mongolia,MPRP,65,1.479651,1,1
1976,Asia,Mongolia,MPRP,67,1.520865,1,1
1977,Asia,Mongolia,MPRP,69,1.562209,1,1
1978,Asia,Mongolia,MPRP,70,1.603906,1,1
1979,Asia,Mongolia,MPRP,72,1.646291,1,1
1980,Asia,Mongolia,MPRP,73,1.689622,1,1
